txn_id,account_id,merchant_id,txn_date,amount,description
T0000055,A00018,M027,03/01/2024,-356.07,  PURCHASE 342675  
T0000180,A00006,M011,10-Feb-2024,-251.90,PURCHASE 676884
T0001696,A00066,M006,2024-05-11, -38.45 ,PURCHASE 461080
T0000731,A00011,M009,01/15/25,-199.87,  PURCHASE 272216  
T0001720,A00068,M016,25-Jul-2024,-175.11,PURCHASE 143247
T0001312,A00025,M011,10/14/2024,-78.55,PURCHASE 239960
T0001577,A00048,M009,11/10/24,-26.61,PURCHASE 435412
T0002254,A00025,M021,08/13/2024,$-230.84,PURCHASE 387498
T0000975,A00079,M002,,-392.47,  PURCHASE 274006  
T0000691,A00015,M002,11-Dec-2024,-259.68,PURCHASE 230344
T0000059,A00054,M002,2025-01-21,(268.52),PURCHASE 999636
T0002150,A00039,M031,30-Jan-2024,"4,686.65",PAYROLL DEP 721621
T0000531,A00032,M018,11/14/2024,-82.17,  PURCHASE 232442  
T0001855,A00053,M008,25-Feb-2025,-218.71,PURCHASE 803776
T0002274,A00073,M014,06-Apr-2025,(354.11),PURCHASE 417240
T0001307,A00003,M009,11-Aug-2024,(297.33),  PURCHASE 175999  
T0002622,A00009,M025,11/15/24,-294.78,PURCHASE 632118
T0003088,A00003,M031,2024-06-19,"2,543.39",  PAYROLL DEP 515490  
T0003058,A00065,M002,03/12/25,-270.09,PURCHASE 184641
T0001319,A00055,M030,2024-08-20,$-186.77,PURCHASE 288616
T0001032,A00073,M012,01-Jan-2024,$-392.75,PURCHASE 699475
T0001724,A00084,M019,01/06/24,-57.05,PURCHASE 958179
T0001903,A00048,M021,2024-05-03,$-52.13,PURCHASE 472865
T0001004,A00075,M004,03-Oct-2024,-321.96,PURCHASE 604618
T0002315,A00081,M003,08-Sep-2024,-181.49,PURCHASE 380128
T0002845,A00021,M020,02/08/25,-371.74,PURCHASE 543182
T0000634,A00021,M031,2024-10-18,"4,463.24",PAYROLL DEP 138805
T0000135,A00063,M028,04/13/24,-226.36,  PURCHASE 139285  
T0001211,A00034,M013,05/21/24,(254.09),PURCHASE 393948
T0002277,A00026,M006,08/03/2024, $-72.80 ,PURCHASE 114449
T0001335,A00038,M031,12/01/2024,-164.68,PURCHASE 724734
T0001594,A00029,M003,,$-278.44,  PURCHASE 117074  
T0002531,A00013,M024,01/10/25,-354.59,  PURCHASE 708085  
T0002479,A00035,M001,03/09/24,-73.60,PURCHASE 638167
T0000397,A00085,M028,2024-08-29,-374.23,PURCHASE 135527
T0003140,A00022,M005,2024-08-14,-335.67,PURCHASE 781742
T0003150,A00040,M025,22-May-2025,(4.33),  PURCHASE 648794  
T0000184,A00015,M003,07/16/2024, -398.40 ,PURCHASE 802897
T0002602,A00049,M031,06/03/2025,"$2,148.19",  PAYROLL DEP 357120  
T0002320,A00015,M022,2024-05-11,(398.05),PURCHASE 232451
T0000683,A00039,M011,2024-07-03,$-148.81,PURCHASE 228320
T0000656,A00065,M023,06/07/2024, (115.87) ,PURCHASE 596162
T0002438,A00019,M019,07/14/24,$-79.19,  PURCHASE 429266  
T0002204,A00051,M031,04/28/25,"4,373.84",PAYROLL DEP 914441
T0000118,A00024,M023,11/21/24,-152.61,PURCHASE 297377
T0000788,A00010,M012,2024-08-21, (279.99) ,PURCHASE 660730
T0003113,A00010,M011,2024-06-05,-61.78,PURCHASE 453734
T0000009,A00003,M016,19-Oct-2024,$(86.47),PURCHASE 949884
T0001983,A00044,M008,2024-02-18,$(115.68),PURCHASE 539103
T0000058,A00069,M031,2025-02-10,$-172.31,  PURCHASE 785491  
T0003141,A00084,M025,02/20/2024,-200.87,PURCHASE 535377
T0002335,A00092,M018,2025-02-28,-345.10,PURCHASE 131425
T0001997,A00072,M005,23-Feb-2024,-376.37,PURCHASE 722572
T0001112,A00071,M017,05/12/24,$-222.67,PURCHASE 948400
T0001155,A00060,M021,25-Jun-2025,-96.27,  PURCHASE 732277  
T0001847,A00031,,04/13/2025,-221.11,PURCHASE 633367
T0002790,A00084,M006,02/21/24,-51.08,PURCHASE 536950
T0003157,A00049,M031,2024-10-25,$(394.77),PURCHASE 446406
T0002420,A00017,M006,02-Jan-2025,$-70.92,PURCHASE 842372
T0000019,A00014,M015,2025-05-25,(210.98),  PURCHASE 325595  
T0002465,A00031,M011,2025-02-28,-389.33,PURCHASE 578589
T0000798,A00084,M005,2024-12-28,(409.57),PURCHASE 409116
T0001385,A00042,M007,08/05/24,-169.99,  PURCHASE 894323  
T0002056,A00068,M030,02/27/2024,-165.07,  PURCHASE 473639  
T0002651,A00027,M022,10/27/2024,$-228.83,PURCHASE 711240
T0001578,A00084,M030,04/16/25,-309.64,PURCHASE 879715
T0002846,A00001,M018,06/30/25,-41.76,PURCHASE 564020
T0000431,A00026,M028,2024-09-30,-290.79,PURCHASE 579341
T0002857,A00001,M001,08-Jun-2024,-29.61,PURCHASE 874343
T0002007,A00015,M007,04/03/2025,-194.03,  PURCHASE 919009  
T0001813,A00018,M010,2025-06-21,$-346.26,PURCHASE 402713
T0000555,A00051,M023,2024-01-08,-225.81,PURCHASE 653764
T0000301,A00093,M004,19-Apr-2025,$-345.78,PURCHASE 908812
T0001945,A00018,M015,05/25/24,(401.02),PURCHASE 361062
T0001879,A00020,M028,07-Mar-2024,-163.62,PURCHASE 207789
T0000552,A00074,M006,03/04/2025,$-186.05,PURCHASE 853367
T0000406,A00057,M031,12/28/24, -282.72 ,PURCHASE 499442
T0002762,A00081,M014,2024-07-01,-281.47,PURCHASE 456720
T0000034,A00016,M021,10/18/24,-229.56,PURCHASE 218118
T0002909,A00038,M031,09/20/24,"$1,966.68",PAYROLL DEP 476213
T0002294,A00002,M010,04/28/24,-285.65,  PURCHASE 865625  
T0001154,A00084,M023,09/12/24,(30.43),PURCHASE 412086
T0001026,A00010,M001,01/04/24, -139.52 ,PURCHASE 213735
T0002130,A00033,M031,03/09/25,-352.83,PURCHASE 650226
T0001284,A00079,M031,02/18/25,"2,422.34",PAYROLL DEP 508537
T0000964,A00071,M006,09/23/2024,-94.38,  PURCHASE 499973  
T0002672,A00032,M012,2024-02-22,$-170.77,PURCHASE 442237
T0002075,A00067,,2024-03-25,$-224.65,PURCHASE 659569
T0002364,A00041,M012,2024-01-18, -116.69 ,PURCHASE 446918
T0000694,A00012,M017,2024-02-09, (361.86) ,PURCHASE 371638
T0002578,A00024,M006,2025-05-28,-108.58,PURCHASE 619928
T0000326,A00059,M012,04/19/24, $-205.87 ,  PURCHASE 721748  
T0002788,A00016,M008,09/05/2024,-128.25,PURCHASE 602804
T0002706,A00075,M019,10-Mar-2025,$-248.28,PURCHASE 173551
T0002626,A00006,M014,06/26/2024,-81.63,PURCHASE 750475
T0002328,A00009,M010,2025-03-25,-189.41,  PURCHASE 288659  
T0000911,A00048,M002,02/10/2024,-304.40,  PURCHASE 271318  
T0001895,A00003,M001,01/16/2024,$-89.45,PURCHASE 902471
T0002759,A00048,M003,18-May-2024,$-50.86,PURCHASE 760985
T0001200,A00002,M001,2024-02-15,$(80.19),PURCHASE 497832
T0002567,A00009,M003,2025-03-08, -391.64 ,PURCHASE 797807
T0002680,A00044,,2024-12-26, -46.41 ,PURCHASE 911741
T0000134,A00029,M017,2024-11-29,-194.05,PURCHASE 534574
T0000448,A00040,M021,2025-03-29,(39.92),PURCHASE 776498
T0002687,A00033,M029,06/03/25,$-231.88,PURCHASE 471421
T0002371,A00017,M025,08/30/24,-237.69,PURCHASE 965397
T0002641,A00030,M010,04/29/24,(39.26),PURCHASE 340900
T0000423,A00056,M021,2025-05-07, -103.82 ,  PURCHASE 255362  
T0000405,A00057,M023,16-May-2024,-168.78,PURCHASE 684056
T0001074,A00057,M004,06/07/2024,-193.64,PURCHASE 688942
T0000437,A00083,,11/07/24,-382.15,PURCHASE 567863
T0000440,A00078,M012,09/22/2024,,PURCHASE 455446
T0001276,A00082,M020,05/04/24,-147.22,PURCHASE 776200
T0000906,A00073,M025,26-May-2024,-27.61,PURCHASE 253218
T0002868,A00058,M023,02/12/2025,$-375.94,PURCHASE 393768
T0001737,A00089,M015,05/13/2025,-231.90,PURCHASE 788975
T0003141,A00084,M025,02/20/2024,-200.87,PURCHASE 535377
T0000442,A00070,M016,03/11/25,-92.57,PURCHASE 376502
T0001267,A00062,M009,14-Jan-2024,-60.01,PURCHASE 953160
T0001018,A00002,M020,2025-03-06,$-210.53,PURCHASE 293313
T0001494,A00010,M018,15-Jul-2024,-74.64,PURCHASE 280251
T0000775,A00040,M018,2024-11-21,-166.54,PURCHASE 286255
T0002718,A00040,M014,2025-04-24,(91.82),PURCHASE 830124
T0000064,A00084,M001,01/04/25, $-396.21 ,  PURCHASE 684041  
T0001585,A00030,M011,2025-05-09,-362.46,PURCHASE 564063
T0000487,A00052,M023,2025-03-15,$-177.18,PURCHASE 420415
T0003211,A99999,M009,,$(48.99),PURCHASE ORPHAN
T0002217,A00083,M014,26-Apr-2024,(241.26),PURCHASE 985156
T0001176,A00049,M019,04/02/24,$-111.93,PURCHASE 812531
T0000520,A00051,M007,2024-07-06,-111.15,PURCHASE 274195
T0001485,A00003,M004,2024-05-17,$-62.48,PURCHASE 391352
T0003146,A00024,M031,10/25/24,"4,635.72",PAYROLL DEP 194400
T0000523,A00062,M013,01/04/2025, -257.71 ,  PURCHASE 521326  
T0002610,A00045,M006,04/09/2025,-246.17,PURCHASE 799081
T0000723,A00051,M019,06/04/24,-333.52,PURCHASE 124570
T0002215,A00009,M007,12-Jan-2024,-100.25,PURCHASE 320769
T0001173,A00017,M030,2025-05-10,$(314.72),PURCHASE 761113
T0002485,A00047,M003,03/18/2024,-25.77,PURCHASE 196099
T0001435,A00047,M014,03/28/2025,$-358.41,PURCHASE 970181
T0000805,A00016,M019,03/09/2024,$(41.42),PURCHASE 701804
T0000963,A00075,M001,08-Apr-2025,-165.16,PURCHASE 193806
T0002195,A00034,M023,10/22/2024,-374.56,PURCHASE 953092
T0002030,A00041,M023,09/09/24,$-98.39,  PURCHASE 415054  
T0000191,A00053,M009,2024-10-24,-43.95,PURCHASE 204904
T0001785,A00025,M011,04/06/2024,-97.65,PURCHASE 817798
T0001869,A00034,M021,06/06/25,(173.29),PURCHASE 803819
T0000733,A00075,M029,24-Dec-2024,$-97.25,PURCHASE 712859
T0000488,A00068,M014,12/29/2024,-180.52,PURCHASE 695148
T0000324,A00045,M001,03/12/24,$-163.30,  PURCHASE 449636  
T0002730,A00069,,09/14/24,(223.99),PURCHASE 306946
T0002235,A00067,M008,2024-11-01,$-152.42,PURCHASE 819353
T0000926,A00057,M029,16-Jun-2024,(157.82),PURCHASE 521296
T0000472,A00018,M010,2024-05-29,-254.59,PURCHASE 348918
T0001222,A00091,M031,13-Mar-2024,"2,929.79",PAYROLL DEP 172058
T0002121,A00089,M001,20-Jan-2025,$-352.23,PURCHASE 789228
T0001883,A00084,M026,03/18/25,-130.36,PURCHASE 719721
T0002191,A00058,,05/01/25,-6.23,PURCHASE 853349
T0001280,A00002,M027,06/01/2025,(358.93),PURCHASE 776128
T0001719,A00072,M009,15-Mar-2024,-185.38,  PURCHASE 602003  
T0001704,A00048,M010,12/12/2024,$(355.72),PURCHASE 115672
T0001986,A00043,M008,06-Dec-2024,$-48.34,PURCHASE 169031
T0000179,A00053,M024,,-217.27,PURCHASE 367403
T0002157,A00070,M025,04/09/2025,(223.84),  PURCHASE 170360  
T0002905,A00090,M015,2024-11-30,-419.54,PURCHASE 408725
T0001363,A00041,M016,2024-08-18,-349.29,  PURCHASE 969164  
T0002798,A00064,M008,11-Jul-2024,-394.04,PURCHASE 929878
T0001065,A00021,M028,02/13/2024,-415.94,PURCHASE 899786
T0001801,A00063,M016,2025-06-10,-3.41,PURCHASE 491286
T0001452,A00083,M020,2024-12-31,-290.77,PURCHASE 248937
T0000095,A00080,M013,2025-06-05,-126.24,PURCHASE 623850
T0002563,A00075,M021,08-Mar-2024,-300.43,PURCHASE 800756
T0000030,A00061,M009,07/25/2024,(392.07),PURCHASE 802371
T0001340,A00048,M029,07/02/2024,-223.78,PURCHASE 538231
T0002565,A00042,M018,23-Mar-2024, -412.77 ,PURCHASE 985539
T0002916,A00075,M026,03/31/2024,(103.95),PURCHASE 617067
T0000120,A00048,M031,03/01/24,"3,794.47",PAYROLL DEP 491738
T0001861,A00031,M028,22-May-2025,$-159.10,PURCHASE 450520
T0002188,A00089,M026,12-Mar-2024, -292.05 ,PURCHASE 653323
T0002807,A00038,M031,08/10/24,-157.69,PURCHASE 993444
T0001343,A00045,M018,04/17/2024,$(130.06),PURCHASE 264470
T0001217,A00075,M031,03/01/24,$-237.55,PURCHASE 740070
T0002267,A00043,M016,12/06/2024,-191.34,PURCHASE 836385
T0002267,A00043,M016,12/06/2024,-191.34,PURCHASE 836385
T0000589,A00062,,01/05/2025,"5,179.28",PAYROLL DEP 466317
T0002692,A00084,M019,09/08/24, -273.57 ,PURCHASE 803668
T0002817,A00029,M016,05/21/2024,-12.63,PURCHASE 736466
T0001522,A00045,M027,01/07/2024,(349.30),PURCHASE 829238
T0001014,A00092,M009,05-Apr-2024, (312.04) ,PURCHASE 144590
T0001301,A00074,M015,09/21/2024, -121.88 ,  PURCHASE 977418  
T0001890,A00007,M026,12-Jun-2025,(161.50),PURCHASE 538838
T0000296,A00093,M010,04/01/2025, -141.58 ,  PURCHASE 901561  
T0001519,A00002,M031,04/11/25,"4,002.90",PAYROLL DEP 858422
T0003164,A00046,M022,10/19/2024, $-120.37 ,PURCHASE 414737
T0000273,A00039,M028,2025-05-16,$-193.80,PURCHASE 428096
T0000730,A00015,M010,04/30/2024,-303.22,PURCHASE 274006
T0002428,A00078,M030,04-Apr-2024,$(21.57),PURCHASE 569488
T0001689,A00008,M031,01/06/24,"3,969.78",  PAYROLL DEP 943272  
T0000471,A00058,M014,05-Jun-2025, $(203.74) ,PURCHASE 712916
T0003124,A00056,M016,09/18/24,-372.39,PURCHASE 465941
T0001357,A00093,M001,30-Dec-2024,$-382.95,PURCHASE 965565
T0002114,A00070,M002,27-Apr-2025,-121.84,PURCHASE 575017
T0003132,A00056,M017,08-Jul-2024,$(226.07),  PURCHASE 783318  
T0002503,A00050,,01/04/25,(62.11),PURCHASE 736825
T0001643,A00071,M005,20-Mar-2025,(365.19),PURCHASE 498049
T0001243,A00049,M012,2024-05-24, -220.12 ,  PURCHASE 101150  
T0000529,A00049,M030,12/06/24,(243.18),PURCHASE 860247
T0000746,A00021,M007,06/22/2024,-269.02,PURCHASE 300368
T0002929,A00033,M029,20-Apr-2025,-130.70,  PURCHASE 399337  
T0001398,A00023,M003,02/10/2024,-276.22,  PURCHASE 473397  
T0001743,A00025,M003,08/15/2024,$-269.03,  PURCHASE 414388  
T0001916,A00046,M031,05/07/25,"2,908.89",PAYROLL DEP 333470
T0001071,A00044,M022,19-Jan-2025,-126.60,  PURCHASE 995695  
T0001034,A00091,M025,07/28/2024, $-370.03 ,PURCHASE 596741
T0003041,A00028,M027,2024-04-17,$-312.34,PURCHASE 581421
T0001812,A00079,M024,02/14/25,-170.52,  PURCHASE 481111  
T0002552,A00020,M028,07/09/2024,,PURCHASE 671805
T0000428,A00015,M027,2025-02-03,-395.48,PURCHASE 317273
T0001050,A00075,M020,05/24/2024,-285.69,PURCHASE 412042
T0000029,A00044,M013,23-Jan-2025,$-344.26,PURCHASE 463188
T0001090,A00052,M014,09/24/2024,-74.57,PURCHASE 345224
T0000914,A00041,M005,06/05/24, -211.74 ,PURCHASE 616137
T0001649,A00090,M007,2025-03-11, $-24.59 ,PURCHASE 603760
T0001368,A00010,M026,10/29/2024,-354.99,  PURCHASE 372585  
T0001905,A00065,M004,07-Jul-2024,(168.13),  PURCHASE 770356  
T0002296,A00027,M031,05/27/25,-202.68,PURCHASE 303997
T0003148,A00091,M026,05/29/2025,(89.16),PURCHASE 484976
T0002746,A00090,M014,16-Jun-2024,(227.71),PURCHASE 315860
T0000536,A00048,M023,02/25/2024,-129.80,PURCHASE 319955
T0000394,A00073,M028,26-Mar-2025,-248.81,PURCHASE 815903
T0002135,A00041,M005,04/14/24, $-297.63 ,  PURCHASE 807985  
T0001383,A00051,M008,04-May-2024,-331.29,PURCHASE 597350
T0000767,A00021,M009,07-Jul-2024,(303.90),PURCHASE 698626
T0000419,A00050,M019,09/16/24,(37.10),PURCHASE 512045
T0000915,A00026,M007,07/23/2024,$-98.70,PURCHASE 969307
T0000843,A00067,M008,03/29/25,-231.51,PURCHASE 357269
T0001953,A00012,M022,04/10/25,-354.13,PURCHASE 285647
T0001795,A00012,M031,06/04/2024,"3,055.61",  PAYROLL DEP 284239  
T0000573,A00013,M013,28-Jan-2025,$(170.15),PURCHASE 929053
T0001547,A00008,M020,24-Sep-2024,-170.08,PURCHASE 956114
T0000633,A00090,M007,11/21/24,-85.20,PURCHASE 279453
T0002156,A00042,M029,10-Jun-2025,$(402.10),  PURCHASE 428144  
T0001085,A00041,M031,2024-04-01,$-391.39,PURCHASE 589887
T0001428,A00075,,06/29/2024,-147.26,  PURCHASE 587219  
T0001279,A00041,M017,03/09/25,-148.95,PURCHASE 636294
T0002280,A00088,M027,05/10/24,-389.95,  PURCHASE 928517  
T0000166,A00009,M015,,$-134.80,  PURCHASE 675771  
T0002414,A00087,M031,03/20/2025,-317.18,PURCHASE 208420
T0002907,A00086,M013,19-Feb-2024,-272.38,PURCHASE 125204
T0002295,A00024,M014,03/10/25,-215.00,PURCHASE 892920
T0000692,A00086,M015,30-Mar-2025,-6.70,PURCHASE 707723
T0002753,A00058,M012,05/17/2024,$-372.08,PURCHASE 807215
T0001723,A00031,M010,06/25/25,-248.48,PURCHASE 226158
T0000427,A00090,M024,01/22/24,$-83.15,  PURCHASE 731347  
T0001375,A00083,M023,14-Dec-2024,$-38.44,PURCHASE 508800
T0002391,A00072,M012,01/17/25,$-416.59,PURCHASE 495908
T0000706,A00078,M015,04/09/25,-76.69,PURCHASE 150633
T0002615,A00026,M005,21-Aug-2024,-319.41,PURCHASE 160078
T0002946,A00034,M023,08/12/24,(22.32),PURCHASE 196757
T0002475,A00073,M017,2024-03-28,-144.73,PURCHASE 491242
T0000100,A00030,M012,2024-06-16,$-221.09,PURCHASE 381819
T0001979,A00061,,30-Mar-2025,-71.75,PURCHASE 216076
T0002141,A00077,M006,06/20/24,-385.79,PURCHASE 925908
T0001237,A00061,M010,07/17/2024, -130.92 ,PURCHASE 580747
T0002988,A00090,M002,06/11/25,-341.51,PURCHASE 630830
T0000968,A00078,M030,2024-07-02,$-80.90,PURCHASE 625245
T0002164,A00034,M010,2024-07-09,$(344.68),PURCHASE 829604
T0001601,A00079,M006,04/12/2024,$(109.24),PURCHASE 925120
T0000574,A00067,M018,30-Oct-2024,$-52.67,PURCHASE 391248
T0000824,A00002,M012,10/29/2024,$-131.03,  PURCHASE 516869  
T0002623,A00036,M002,11-Mar-2025,(147.91),PURCHASE 292101
T0002469,A00064,M020,05/14/2024,-70.53,PURCHASE 931669
T0000535,A00029,M022,02/05/25,$-200.42,  PURCHASE 304568  
T0001235,A00083,M012,12/14/24,-164.76,PURCHASE 120155
T0002048,A00083,M007,02/18/2025,(284.00),PURCHASE 588850
T0001172,A00005,M020,2024-05-28,$(43.60),PURCHASE 694772
T0001668,A00064,M019,01/30/25,$(89.74),PURCHASE 412318
T0002529,A00023,M021,11/12/24,-14.60,PURCHASE 959879
T0000085,A00085,M009,02/25/25,$-364.56,PURCHASE 898462
T0000989,A00015,M020,06/22/2025,$-121.61,PURCHASE 200789
T0001189,A00012,M015,01/11/25,(144.17),PURCHASE 261652
T0003053,A00077,M009,2025-06-18,-10.41,PURCHASE 738715
T0002011,A00012,M030,03/25/2025,(64.11),PURCHASE 895262
T0002199,A00054,M019,03/24/24,-360.06,PURCHASE 904725
T0000387,A00018,M013,11/16/24,-107.78,PURCHASE 641300
T0000591,A00008,M020,03/16/2024, $-365.99 ,PURCHASE 953238
T0001588,A00039,M012,04-Jan-2024,(24.83),  PURCHASE 419014  
T0001900,A00090,,11-May-2025,$-209.50,PURCHASE 381858
T0001739,A00028,M007,06/17/2025,-69.65,PURCHASE 662361
T0002883,A00072,M009,04/28/2024,(41.33),PURCHASE 430876
T0000386,A00034,M009,07-Apr-2024,$-31.05,PURCHASE 416509
T0001068,A00032,M025,06/24/2025,-83.93,PURCHASE 243125
T0002873,A00012,M021,2024-04-16,-284.18,PURCHASE 112458
T0001208,A00053,M031,01/07/2025,"4,529.69",  PAYROLL DEP 124509  
T0000594,A00014,M017,2024-10-05, -160.44 ,PURCHASE 962458
T0001996,A00058,M011,11-Sep-2024,-42.96,PURCHASE 622879
T0001165,A00005,M010,09/11/24,$-284.14,PURCHASE 916872
T0001020,A00072,M011,15-Jan-2024,-89.04,PURCHASE 531097
T0003102,A00023,M001,11-Jan-2024,-110.21,PURCHASE 502080
T0000298,A00072,M029,12/04/2024,$(138.43),PURCHASE 395968
T0002522,A00017,M029,2024-12-04,(123.10),PURCHASE 237989
T0001815,A00040,M010,2024-04-14,-216.24,PURCHASE 535849
T0002043,A00076,M026,01/26/24,-247.97,  PURCHASE 318760  
T0002140,A00014,M015,06/29/25,$(371.39),  PURCHASE 954056  
T0002837,A00015,M007,10/01/24,-331.33,PURCHASE 969535
T0000251,A00065,M018,12/11/24,-419.35,PURCHASE 489776
T0002161,A00011,M029,31-Mar-2024,-19.17,PURCHASE 164100
T0001783,A00009,M016,2024-08-20,$-381.21,PURCHASE 759434
T0001318,A00008,M023,2025-05-02,-209.50,PURCHASE 291760
T0001023,A00027,M015,2024-11-06,-86.79,PURCHASE 559411
T0001669,A00048,M024,10/11/2024,(244.09),PURCHASE 315078
T0000839,A00086,M011,05/26/25,-149.70,PURCHASE 857009
T0002325,A00047,M009,02-Dec-2024, (312.31) ,PURCHASE 408460
T0001123,A00060,M006,02/24/2024,$-302.53,PURCHASE 564412
T0000820,A00050,M029,06/16/25,-114.22,PURCHASE 992074
T0001078,A00083,M026,05/29/2024,-223.39,PURCHASE 380019
T0000883,A00037,M013,02/10/2024,-200.16,PURCHASE 562355
T0002139,A00038,M002,01/25/2025,$-383.03,PURCHASE 651521
T0002617,A00087,M024,05/10/2024,-39.61,PURCHASE 779054
T0000344,A00059,M010,06-Dec-2024,-180.60,PURCHASE 184891
T0001440,A00065,M017,2024-07-02,$-218.51,PURCHASE 911735
T0001274,A00038,M031,02/16/2024," 4,930.63 ",  PAYROLL DEP 585610  
T0002192,A00019,M026,04/17/2025,$-121.66,PURCHASE 846165
T0002359,A00082,M015,04/15/2025,$(102.75),PURCHASE 361001
T0000110,A00083,M023,07-Nov-2024,$-254.58,PURCHASE 515492
T0000791,A00020,M021,2024-02-22, -33.46 ,PURCHASE 727356
T0000085,A00085,M009,02/25/25,$-364.56,PURCHASE 898462
T0002711,A00040,M010,2024-04-07,$-3.95,  PURCHASE 256234  
T0000220,A00005,M025,2024-10-08, -384.97 ,PURCHASE 601554
T0001629,A00020,M019,17-Mar-2024, -269.41 ,PURCHASE 343396
T0001674,A00037,M031,2024-10-15,"3,715.40",  PAYROLL DEP 617602  
T0002987,A00007,M031,11/28/24," $4,269.36 ",PAYROLL DEP 912418
T0002850,A00045,M011,06/27/24,-109.72,PURCHASE 986840
T0002948,A00068,M029,02/15/2024,$-367.77,PURCHASE 967262
T0001315,A00051,M021,02/28/24,$-157.37,PURCHASE 906965
T0000357,A00071,M028,02/11/25,(181.33),PURCHASE 688285
T0002085,A00019,M031,10-Oct-2024,$-21.02,PURCHASE 908646
T0003130,A00088,M008,06/21/25,$(118.59),PURCHASE 860589
T0003012,A00020,M003,2025-02-17,(363.51),PURCHASE 474970
T0002243,A00090,M001,19-May-2025,$-226.62,  PURCHASE 887704  
T0000759,A00042,M013,03/21/25,-275.74,PURCHASE 542223
T0001780,A00057,M029,05-Jan-2024,-256.93,PURCHASE 329054
T0000071,A00049,M026,04-Mar-2025,-406.83,PURCHASE 360289
T0003172,A00058,M013,21-Apr-2024,-74.05,PURCHASE 745653
T0001506,A00039,M027,01/21/2024,$-355.88,PURCHASE 276894
T0002375,A00091,M019,2024-07-05,$(278.90),  PURCHASE 501630  
T0002800,A00010,M025,05/16/25,-265.38,PURCHASE 599219
T0003100,A00076,M024,05/02/24,-244.18,PURCHASE 394192
T0000515,A00087,M021,01/12/2025,-163.68,PURCHASE 840880
T0001612,A00084,M023,06/16/25,(217.46),  PURCHASE 276491  
T0000376,A00073,M026,10/06/24,-271.48,  PURCHASE 392438  
T0001193,A00041,M029,12/04/24,-130.43,PURCHASE 172481
T0003169,A00075,M014,06/15/25, -172.46 ,PURCHASE 934174
T0002069,A00019,M028,01/10/24, $-3.60 ,  PURCHASE 509955  
T0003186,A00058,M009,2024-01-17,-283.54,PURCHASE 702921
T0000943,A00026,M010,2024-08-25,$(58.55),PURCHASE 798258
T0000942,A00014,M022,03/29/24,-84.95,  PURCHASE 788141  
T0002577,A00065,M003,04/22/24,-70.31,PURCHASE 282072
T0002805,A00045,M019,03/28/25,-232.83,PURCHASE 431068
T0002813,A00086,M026,12/02/24, -315.23 ,PURCHASE 435708
T0001412,A00008,M030,04/23/24,(226.94),PURCHASE 894241
T0002889,A00045,M027,10/12/2024,$-326.67,PURCHASE 232227
T0002493,A00004,M014,2025-05-25,$-21.34,PURCHASE 566762
T0002632,A00014,M011,28-Feb-2025,$(245.49),PURCHASE 851960
T0002616,A00050,M002,10-May-2025, -348.55 ,  PURCHASE 533696  
T0001481,A00086,M007,09-Jun-2024, $-106.11 ,PURCHASE 492418
T0000375,A00024,M029,04/14/24,-410.76,PURCHASE 228725
T0002876,A00022,M014,05-Feb-2024,-212.32,  PURCHASE 982620  
T0000309,A00022,M024,03/22/24,$-222.51,PURCHASE 739705
T0001715,A00044,M027,06/12/2024, -295.02 ,  PURCHASE 162782  
T0002421,A00027,M014,28-Oct-2024,(89.81),PURCHASE 725633
T0002940,A00012,M023,11/08/2024,(216.10),PURCHASE 611092
T0001380,A00065,M028,15-Dec-2024,-226.67,PURCHASE 183662
T0000619,A00060,M013,16-Jul-2024,$-348.51,PURCHASE 282155
T0002013,A00029,M001,2025-05-07,$-358.33,PURCHASE 453386
T0001998,A00034,M017,14-May-2024,-336.93,PURCHASE 962239
T0001258,A00090,M022,02/04/25,-130.67,PURCHASE 733883
T0002665,A00066,M029,02-Nov-2024,$-146.49,  PURCHASE 415257  
T0000238,A00060,M006,03/14/24,-83.14,PURCHASE 361055
T0000916,A00032,M012,15-Oct-2024,-216.04,PURCHASE 372988
T0000577,A00049,M009,01/26/25,-365.80,PURCHASE 709918
T0000912,A00071,M014,2024-12-31,$-146.27,PURCHASE 828326
